@relation Ambiente

@attribute Estado {VERDE,AMARELO,VERMELHO}
@attribute Acao {ACELERAR,FREAR,PARAR}
@attribute Desempenho {RUIM,MEDIO,BOM}
@attribute Obstaculo numeric
@attribute Sensor numeric

@data
VERMELHO,FREAR,MEDIO,714,0
AMARELO,PARAR,MEDIO,416,0
AMARELO,PARAR,MEDIO,232,1
VERMELHO,PARAR,MEDIO,834,1
VERDE,ACELERAR,RUIM,931,1
VERDE,FREAR,MEDIO,109,0
AMARELO,ACELERAR,MEDIO,900,0
AMARELO,PARAR,MEDIO,428,1
AMARELO,ACELERAR,MEDIO,298,0
VERMELHO,ACELERAR,RUIM,175,1
AMARELO,FREAR,BOM,825,1
VERMELHO,ACELERAR,RUIM,63,0
AMARELO,ACELERAR,RUIM,485,1
VERMELHO,ACELERAR,RUIM,62,1
AMARELO,PARAR,MEDIO,154,1
VERMELHO,FREAR,BOM,192,1
VERMELHO,PARAR,MEDIO,785,1
AMARELO,PARAR,MEDIO,343,0
VERDE,PARAR,RUIM,201,0
VERDE,FREAR,MEDIO,174,0
VERMELHO,PARAR,BOM,527,0
AMARELO,PARAR,MEDIO,933,1
VERDE,PARAR,MEDIO,580,1
VERDE,PARAR,MEDIO,997,1
VERMELHO,ACELERAR,RUIM,250,0
AMARELO,ACELERAR,RUIM,592,1
VERMELHO,FREAR,BOM,106,1
VERDE,FREAR,MEDIO,823,0
VERDE,FREAR,MEDIO,21,0
VERMELHO,PARAR,BOM,576,0
AMARELO,PARAR,MEDIO,685,1
VERDE,FREAR,BOM,619,1
VERMELHO,PARAR,MEDIO,496,1
AMARELO,ACELERAR,RUIM,137,1
VERDE,ACELERAR,RUIM,489,1
VERMELHO,FREAR,BOM,993,1
VERMELHO,PARAR,MEDIO,227,1
AMARELO,ACELERAR,MEDIO,592,0
AMARELO,FREAR,BOM,426,1
AMARELO,PARAR,MEDIO,763,1
VERDE,FREAR,BOM,128,1
VERDE,ACELERAR,BOM,378,0
VERMELHO,FREAR,MEDIO,793,0
AMARELO,PARAR,MEDIO,268,1
VERDE,PARAR,RUIM,188,0
VERDE,PARAR,MEDIO,339,1
VERMELHO,ACELERAR,RUIM,670,0
VERMELHO,ACELERAR,RUIM,979,0
VERMELHO,PARAR,BOM,4,0
AMARELO,ACELERAR,MEDIO,787,0
VERDE,ACELERAR,RUIM,333,1
VERMELHO,PARAR,MEDIO,327,1
VERMELHO,PARAR,BOM,827,0
AMARELO,ACELERAR,RUIM,553,1
VERDE,ACELERAR,BOM,284,0
AMARELO,FREAR,BOM,459,1
VERMELHO,ACELERAR,RUIM,305,1
AMARELO,FREAR,BOM,555,1
VERDE,ACELERAR,RUIM,378,1
VERDE,ACELERAR,RUIM,306,1
VERDE,ACELERAR,RUIM,707,1
VERDE,PARAR,MEDIO,17,1
AMARELO,ACELERAR,MEDIO,8,0
AMARELO,ACELERAR,MEDIO,139,0
AMARELO,FREAR,BOM,521,1
VERMELHO,ACELERAR,RUIM,232,1
VERDE,FREAR,MEDIO,946,0
VERMELHO,PARAR,BOM,332,0
VERDE,ACELERAR,RUIM,506,1
VERMELHO,FREAR,MEDIO,660,0
VERMELHO,PARAR,MEDIO,501,1
VERMELHO,ACELERAR,RUIM,961,1
AMARELO,PARAR,MEDIO,720,1
VERDE,PARAR,MEDIO,164,1
AMARELO,PARAR,MEDIO,609,0
VERDE,ACELERAR,RUIM,237,1
VERDE,ACELERAR,BOM,945,0
VERMELHO,PARAR,MEDIO,705,1
VERMELHO,ACELERAR,RUIM,791,0
VERMELHO,ACELERAR,RUIM,270,1
VERMELHO,PARAR,MEDIO,266,1
AMARELO,ACELERAR,RUIM,469,1
AMARELO,ACELERAR,MEDIO,299,0
AMARELO,ACELERAR,RUIM,652,1
AMARELO,FREAR,BOM,548,0
VERDE,FREAR,BOM,438,1
AMARELO,FREAR,BOM,986,1
AMARELO,FREAR,BOM,465,1
VERDE,FREAR,MEDIO,306,0
VERMELHO,ACELERAR,RUIM,331,1
VERMELHO,ACELERAR,RUIM,819,1
VERMELHO,PARAR,BOM,57,0
AMARELO,PARAR,MEDIO,544,1
AMARELO,PARAR,MEDIO,148,0
VERMELHO,FREAR,MEDIO,352,0
AMARELO,PARAR,MEDIO,897,0
AMARELO,ACELERAR,RUIM,76,1
VERDE,ACELERAR,BOM,453,0
VERDE,PARAR,MEDIO,244,1
VERDE,ACELERAR,RUIM,459,1
VERMELHO,PARAR,BOM,799,0
AMARELO,FREAR,BOM,626,0
VERMELHO,FREAR,MEDIO,917,0
VERDE,PARAR,MEDIO,247,1
VERDE,ACELERAR,RUIM,155,1
VERDE,FREAR,BOM,35,1
VERDE,ACELERAR,RUIM,26,1
AMARELO,FREAR,BOM,649,1
VERDE,FREAR,MEDIO,245,0
VERMELHO,PARAR,BOM,80,0
VERDE,PARAR,MEDIO,293,1
VERDE,FREAR,BOM,193,1
VERMELHO,PARAR,BOM,675,0
AMARELO,FREAR,BOM,941,1
AMARELO,PARAR,MEDIO,329,1
VERMELHO,ACELERAR,RUIM,508,1
VERMELHO,FREAR,MEDIO,845,0
VERMELHO,FREAR,BOM,253,1
VERMELHO,FREAR,MEDIO,163,0
AMARELO,ACELERAR,MEDIO,559,0
VERDE,ACELERAR,RUIM,606,1
VERMELHO,ACELERAR,RUIM,137,0
VERMELHO,PARAR,MEDIO,364,1
VERDE,FREAR,MEDIO,379,0
AMARELO,PARAR,MEDIO,331,0
VERDE,PARAR,RUIM,97,0
AMARELO,PARAR,MEDIO,724,0
AMARELO,PARAR,MEDIO,736,0
VERMELHO,FREAR,MEDIO,306,0
VERDE,ACELERAR,BOM,239,0
VERDE,PARAR,MEDIO,486,1
AMARELO,FREAR,BOM,869,0
AMARELO,FREAR,BOM,51,1
VERDE,PARAR,MEDIO,754,1
AMARELO,PARAR,MEDIO,113,0
VERMELHO,ACELERAR,RUIM,572,0
VERDE,FREAR,MEDIO,264,0
VERMELHO,FREAR,MEDIO,416,0
