@relation Ambiente

@attribute Estado {VERDE,AMARELO,VERMELHO}
@attribute Acao {ACELERAR,FREAR,PARAR}
@attribute Desempenho {RUIM,MEDIO,BOM}
@attribute Obstaculo numeric
@attribute Sensor numeric

@data
VERDE,FREAR,MEDIO,358,0
VERDE,PARAR,MEDIO,251,1
VERMELHO,PARAR,MEDIO,771,1
AMARELO,ACELERAR,RUIM,361,1
AMARELO,PARAR,MEDIO,792,1
AMARELO,FREAR,BOM,508,1
AMARELO,ACELERAR,RUIM,5,1
AMARELO,PARAR,MEDIO,583,1
AMARELO,FREAR,BOM,817,1
AMARELO,PARAR,MEDIO,880,0
AMARELO,ACELERAR,RUIM,521,1
AMARELO,ACELERAR,MEDIO,554,0
AMARELO,FREAR,BOM,831,1
VERMELHO,ACELERAR,RUIM,163,1
AMARELO,ACELERAR,MEDIO,766,0
AMARELO,ACELERAR,RUIM,93,1
VERDE,PARAR,MEDIO,679,1
VERMELHO,PARAR,BOM,139,0
VERMELHO,FREAR,BOM,120,1
AMARELO,PARAR,MEDIO,626,0
VERMELHO,FREAR,MEDIO,673,0
VERDE,ACELERAR,RUIM,482,1
VERMELHO,PARAR,MEDIO,611,1
VERDE,FREAR,MEDIO,56,0
AMARELO,ACELERAR,RUIM,159,1
AMARELO,ACELERAR,RUIM,737,1
VERMELHO,ACELERAR,RUIM,991,1
AMARELO,FREAR,BOM,973,1
AMARELO,ACELERAR,RUIM,677,1
VERMELHO,ACELERAR,RUIM,309,0
VERMELHO,PARAR,MEDIO,893,1
AMARELO,FREAR,BOM,690,0
VERMELHO,PARAR,MEDIO,449,1
VERMELHO,FREAR,MEDIO,916,0
AMARELO,PARAR,MEDIO,520,1
AMARELO,PARAR,MEDIO,396,1
VERDE,PARAR,RUIM,394,0
VERMELHO,ACELERAR,RUIM,823,1
VERMELHO,ACELERAR,RUIM,723,1
VERMELHO,ACELERAR,RUIM,968,1
VERMELHO,ACELERAR,RUIM,835,0
VERMELHO,FREAR,BOM,32,1
AMARELO,ACELERAR,MEDIO,664,0
VERMELHO,ACELERAR,RUIM,165,0
VERDE,FREAR,MEDIO,160,0
VERMELHO,ACELERAR,RUIM,260,1
AMARELO,ACELERAR,RUIM,925,1
VERDE,PARAR,MEDIO,85,1
VERMELHO,PARAR,MEDIO,830,1
AMARELO,PARAR,MEDIO,265,1
VERDE,PARAR,MEDIO,687,1
VERDE,ACELERAR,BOM,826,0
VERMELHO,PARAR,BOM,701,0
AMARELO,PARAR,MEDIO,232,0
VERMELHO,FREAR,MEDIO,226,0
AMARELO,PARAR,MEDIO,491,1
AMARELO,FREAR,BOM,48,1
AMARELO,FREAR,BOM,227,0
VERDE,PARAR,RUIM,581,0
AMARELO,FREAR,BOM,16,0
VERDE,PARAR,MEDIO,603,1
VERDE,PARAR,RUIM,222,0
VERMELHO,PARAR,BOM,481,0
AMARELO,ACELERAR,MEDIO,800,0
VERDE,PARAR,RUIM,971,0
AMARELO,PARAR,MEDIO,936,0
AMARELO,PARAR,MEDIO,866,1
VERDE,FREAR,MEDIO,848,0
AMARELO,FREAR,BOM,288,1
AMARELO,ACELERAR,RUIM,9,1
VERMELHO,PARAR,BOM,555,0
AMARELO,PARAR,MEDIO,926,0
VERDE,ACELERAR,BOM,724,0
AMARELO,FREAR,BOM,892,1
AMARELO,PARAR,MEDIO,652,1
AMARELO,PARAR,MEDIO,880,1
VERDE,FREAR,BOM,43,1
AMARELO,ACELERAR,RUIM,789,1
VERDE,ACELERAR,BOM,582,0
VERDE,FREAR,MEDIO,241,0
VERDE,ACELERAR,BOM,524,0
VERMELHO,FREAR,MEDIO,522,0
VERMELHO,FREAR,MEDIO,348,0
AMARELO,ACELERAR,MEDIO,899,0
VERDE,FREAR,BOM,53,1
AMARELO,FREAR,BOM,549,0
AMARELO,FREAR,BOM,898,0
VERMELHO,PARAR,MEDIO,588,1
VERMELHO,ACELERAR,RUIM,929,1
AMARELO,ACELERAR,MEDIO,615,0
VERDE,PARAR,RUIM,249,0
VERDE,FREAR,BOM,563,1
VERDE,ACELERAR,RUIM,909,1
VERMELHO,ACELERAR,RUIM,421,1
VERMELHO,PARAR,MEDIO,183,1
AMARELO,PARAR,MEDIO,979,1
VERMELHO,FREAR,BOM,701,1
VERDE,FREAR,BOM,854,1
AMARELO,ACELERAR,MEDIO,273,0
VERDE,ACELERAR,BOM,461,0
VERDE,PARAR,MEDIO,321,1
VERMELHO,FREAR,MEDIO,393,0
AMARELO,FREAR,BOM,796,0
VERMELHO,FREAR,BOM,113,1
AMARELO,ACELERAR,MEDIO,165,0
VERDE,ACELERAR,BOM,169,0
AMARELO,FREAR,BOM,158,0
VERMELHO,PARAR,MEDIO,492,1
VERMELHO,FREAR,BOM,683,1
VERMELHO,FREAR,MEDIO,204,0
AMARELO,FREAR,BOM,217,1
VERDE,FREAR,BOM,322,1
AMARELO,ACELERAR,MEDIO,985,0
VERMELHO,PARAR,MEDIO,206,1
VERMELHO,FREAR,MEDIO,350,0
VERMELHO,FREAR,MEDIO,476,0
VERMELHO,FREAR,BOM,496,1
VERMELHO,ACELERAR,RUIM,241,0
VERDE,FREAR,MEDIO,332,0
VERDE,PARAR,MEDIO,353,1
AMARELO,ACELERAR,RUIM,450,1
VERMELHO,FREAR,BOM,966,1
VERDE,ACELERAR,RUIM,449,1
VERMELHO,ACELERAR,RUIM,679,0
VERDE,PARAR,MEDIO,914,1
AMARELO,ACELERAR,RUIM,68,1
VERMELHO,ACELERAR,RUIM,775,1
VERDE,ACELERAR,RUIM,674,1
VERMELHO,ACELERAR,RUIM,198,0
AMARELO,FREAR,BOM,119,0
VERMELHO,FREAR,BOM,391,1
VERDE,ACELERAR,BOM,507,0
VERMELHO,ACELERAR,RUIM,798,1
VERMELHO,PARAR,BOM,464,0
VERDE,ACELERAR,RUIM,39,1
VERDE,FREAR,BOM,984,1
VERDE,FREAR,MEDIO,981,0
VERMELHO,ACELERAR,RUIM,370,1
AMARELO,ACELERAR,RUIM,94,1
