@relation Ambiente

@attribute Estado {VERDE,AMARELO,VERMELHO}
@attribute Acao {ACELERAR,FREAR,PARAR}
@attribute Desempenho {RUIM,MEDIO,BOM}
@attribute Obstaculo numeric
@attribute Sensor numeric

@data
AMARELO,PARAR,MEDIO,319,1
AMARELO,ACELERAR,RUIM,844,1
VERMELHO,ACELERAR,RUIM,669,0
VERDE,PARAR,MEDIO,457,1
VERMELHO,ACELERAR,RUIM,172,1
VERDE,FREAR,BOM,495,1
AMARELO,ACELERAR,RUIM,939,1
AMARELO,ACELERAR,RUIM,318,1
VERMELHO,FREAR,MEDIO,223,0
AMARELO,PARAR,MEDIO,13,0
AMARELO,PARAR,MEDIO,534,0
AMARELO,FREAR,BOM,131,0
VERDE,PARAR,RUIM,25,0
VERMELHO,FREAR,BOM,72,1
VERDE,PARAR,MEDIO,126,1
VERDE,ACELERAR,RUIM,497,1
AMARELO,FREAR,BOM,112,1
VERMELHO,FREAR,MEDIO,479,0
VERMELHO,ACELERAR,RUIM,932,0
VERDE,FREAR,BOM,778,1
VERDE,PARAR,MEDIO,186,1
AMARELO,ACELERAR,MEDIO,152,0
VERMELHO,FREAR,MEDIO,334,0
VERDE,FREAR,MEDIO,876,0
AMARELO,FREAR,BOM,65,1
AMARELO,PARAR,MEDIO,508,0
AMARELO,FREAR,BOM,352,1
AMARELO,FREAR,BOM,68,1
AMARELO,PARAR,MEDIO,448,0
VERMELHO,ACELERAR,RUIM,48,1
VERDE,PARAR,MEDIO,787,1
VERMELHO,FREAR,BOM,650,1
AMARELO,PARAR,MEDIO,715,1
VERMELHO,PARAR,BOM,361,0
VERDE,ACELERAR,RUIM,265,1
VERMELHO,ACELERAR,RUIM,202,1
AMARELO,ACELERAR,MEDIO,465,0
AMARELO,FREAR,BOM,150,1
VERMELHO,ACELERAR,RUIM,134,1
VERMELHO,FREAR,MEDIO,208,0
AMARELO,PARAR,MEDIO,612,1
AMARELO,FREAR,BOM,625,0
VERMELHO,PARAR,MEDIO,63,1
VERMELHO,PARAR,BOM,993,0
VERDE,PARAR,RUIM,958,0
VERDE,FREAR,MEDIO,468,0
AMARELO,PARAR,MEDIO,308,1
VERDE,ACELERAR,RUIM,775,1
VERDE,ACELERAR,BOM,365,0
AMARELO,ACELERAR,RUIM,791,1
VERDE,ACELERAR,RUIM,208,1
AMARELO,ACELERAR,RUIM,53,1
VERMELHO,PARAR,MEDIO,318,1
VERDE,ACELERAR,BOM,807,0
AMARELO,FREAR,BOM,830,1
AMARELO,FREAR,BOM,157,0
VERDE,ACELERAR,BOM,52,0
AMARELO,ACELERAR,MEDIO,102,0
VERDE,FREAR,BOM,933,1
VERDE,FREAR,BOM,319,1
VERDE,FREAR,MEDIO,600,0
VERDE,PARAR,RUIM,249,0
VERDE,ACELERAR,BOM,340,0
VERDE,PARAR,MEDIO,492,1
VERMELHO,PARAR,MEDIO,697,1
AMARELO,ACELERAR,MEDIO,715,0
AMARELO,ACELERAR,MEDIO,13,0
VERDE,FREAR,BOM,246,1
VERMELHO,ACELERAR,RUIM,772,0
VERDE,ACELERAR,BOM,726,0
AMARELO,FREAR,BOM,172,0
VERMELHO,FREAR,BOM,680,1
VERDE,FREAR,BOM,852,1
VERDE,ACELERAR,RUIM,449,1
VERDE,ACELERAR,BOM,311,0
VERMELHO,PARAR,MEDIO,690,1
VERMELHO,PARAR,BOM,90,0
VERDE,ACELERAR,RUIM,433,1
VERMELHO,FREAR,MEDIO,886,0
VERMELHO,PARAR,MEDIO,285,1
VERDE,PARAR,RUIM,595,0
AMARELO,PARAR,MEDIO,531,1
VERDE,FREAR,MEDIO,283,0
VERMELHO,FREAR,MEDIO,825,0
AMARELO,PARAR,MEDIO,0,1
VERMELHO,FREAR,BOM,679,1
VERMELHO,PARAR,MEDIO,106,1
VERMELHO,PARAR,MEDIO,661,1
VERMELHO,ACELERAR,RUIM,592,0
VERDE,FREAR,MEDIO,957,0
VERMELHO,FREAR,BOM,177,1
AMARELO,FREAR,BOM,478,0
AMARELO,ACELERAR,MEDIO,438,0
VERDE,FREAR,BOM,810,1
AMARELO,PARAR,MEDIO,967,1
AMARELO,FREAR,BOM,669,1
VERDE,ACELERAR,BOM,328,0
VERDE,PARAR,MEDIO,930,1
VERDE,ACELERAR,RUIM,296,1
VERDE,ACELERAR,BOM,76,0
AMARELO,FREAR,BOM,869,0
VERDE,PARAR,MEDIO,334,1
VERDE,PARAR,MEDIO,541,1
VERMELHO,PARAR,BOM,775,0
VERDE,PARAR,MEDIO,244,1
VERDE,PARAR,RUIM,702,0
VERDE,FREAR,BOM,423,1
VERDE,PARAR,RUIM,518,0
VERMELHO,PARAR,MEDIO,978,1
VERMELHO,PARAR,MEDIO,703,1
VERDE,ACELERAR,RUIM,76,1
AMARELO,ACELERAR,MEDIO,424,0
AMARELO,PARAR,MEDIO,220,0
VERMELHO,ACELERAR,RUIM,468,0
VERMELHO,PARAR,BOM,6,0
AMARELO,PARAR,MEDIO,73,0
AMARELO,ACELERAR,RUIM,39,1
VERMELHO,ACELERAR,RUIM,583,0
AMARELO,PARAR,MEDIO,450,1
VERDE,ACELERAR,RUIM,243,1
VERMELHO,FREAR,MEDIO,485,0
AMARELO,FREAR,BOM,40,0
VERDE,PARAR,MEDIO,781,1
AMARELO,PARAR,MEDIO,503,0
AMARELO,PARAR,MEDIO,722,1
AMARELO,ACELERAR,MEDIO,971,0
VERMELHO,FREAR,BOM,711,1
VERMELHO,FREAR,BOM,44,1
VERMELHO,ACELERAR,RUIM,609,1
AMARELO,PARAR,MEDIO,70,0
AMARELO,FREAR,BOM,442,1
VERMELHO,ACELERAR,RUIM,700,1
AMARELO,FREAR,BOM,723,0
