@relation Ambiente

@attribute Estado {VERDE,AMARELO,VERMELHO}
@attribute Acao {ACELERAR,FREAR,PARAR}
@attribute Desempenho {RUIM,MEDIO,BOM}
@attribute Obstaculo numeric
@attribute Sensor numeric

@data
VERDE,ACELERAR,BOM,971,0
VERMELHO,FREAR,MEDIO,925,0
AMARELO,PARAR,MEDIO,636,1
AMARELO,PARAR,MEDIO,724,0
VERMELHO,ACELERAR,RUIM,777,1
VERMELHO,FREAR,BOM,589,1
VERDE,PARAR,MEDIO,691,1
VERDE,FREAR,MEDIO,881,0
AMARELO,PARAR,MEDIO,948,1
AMARELO,FREAR,BOM,62,1
VERDE,ACELERAR,BOM,38,0
AMARELO,ACELERAR,RUIM,950,1
VERDE,PARAR,MEDIO,217,1
AMARELO,FREAR,BOM,238,0
VERMELHO,FREAR,MEDIO,534,0
VERMELHO,PARAR,BOM,663,0
VERDE,FREAR,BOM,474,1
VERDE,PARAR,MEDIO,733,1
VERMELHO,FREAR,MEDIO,449,0
VERMELHO,PARAR,BOM,137,0
AMARELO,FREAR,BOM,184,0
AMARELO,ACELERAR,MEDIO,821,0
VERDE,FREAR,MEDIO,182,0
AMARELO,PARAR,MEDIO,51,1
VERMELHO,FREAR,MEDIO,639,0
VERMELHO,ACELERAR,RUIM,587,0
VERMELHO,ACELERAR,RUIM,37,1
VERDE,FREAR,MEDIO,24,0
VERMELHO,ACELERAR,RUIM,780,1
VERMELHO,FREAR,MEDIO,597,0
AMARELO,ACELERAR,RUIM,49,1
VERDE,PARAR,RUIM,697,0
AMARELO,ACELERAR,RUIM,952,1
VERDE,FREAR,BOM,364,1
VERDE,FREAR,MEDIO,361,0
AMARELO,ACELERAR,RUIM,910,1
AMARELO,PARAR,MEDIO,309,0
VERDE,PARAR,RUIM,971,0
VERDE,FREAR,BOM,737,1
AMARELO,FREAR,BOM,564,1
AMARELO,PARAR,MEDIO,823,0
VERMELHO,PARAR,MEDIO,349,1
VERMELHO,FREAR,MEDIO,484,0
VERMELHO,PARAR,MEDIO,806,1
VERDE,ACELERAR,BOM,123,0
VERDE,PARAR,MEDIO,729,1
VERDE,FREAR,MEDIO,348,0
VERDE,FREAR,MEDIO,768,0
VERMELHO,ACELERAR,RUIM,361,1
VERMELHO,ACELERAR,RUIM,408,1
VERDE,PARAR,RUIM,903,0
VERMELHO,FREAR,BOM,70,1
AMARELO,PARAR,MEDIO,692,1
VERMELHO,FREAR,BOM,555,1
AMARELO,PARAR,MEDIO,874,1
AMARELO,ACELERAR,MEDIO,679,0
AMARELO,PARAR,MEDIO,871,1
AMARELO,FREAR,BOM,768,1
VERMELHO,FREAR,MEDIO,0,0
AMARELO,ACELERAR,MEDIO,6,0
VERMELHO,PARAR,MEDIO,641,1
VERDE,FREAR,MEDIO,261,0
VERDE,PARAR,MEDIO,842,1
AMARELO,ACELERAR,RUIM,366,1
VERMELHO,PARAR,BOM,161,0
AMARELO,PARAR,MEDIO,779,1
VERDE,PARAR,MEDIO,103,1
VERMELHO,FREAR,BOM,700,1
VERMELHO,FREAR,BOM,513,1
AMARELO,FREAR,BOM,731,0
AMARELO,ACELERAR,MEDIO,596,0
VERDE,FREAR,MEDIO,464,0
AMARELO,PARAR,MEDIO,733,1
AMARELO,FREAR,BOM,738,1
VERMELHO,PARAR,BOM,884,0
VERDE,FREAR,BOM,539,1
VERMELHO,FREAR,BOM,667,1
VERDE,FREAR,MEDIO,759,0
AMARELO,PARAR,MEDIO,400,1
AMARELO,FREAR,BOM,617,1
VERDE,PARAR,RUIM,940,0
VERDE,ACELERAR,RUIM,337,1
VERDE,PARAR,RUIM,14,0
VERMELHO,PARAR,MEDIO,751,1
VERDE,PARAR,RUIM,384,0
VERMELHO,PARAR,MEDIO,437,1
VERMELHO,ACELERAR,RUIM,92,0
VERMELHO,PARAR,BOM,700,0
VERMELHO,PARAR,BOM,972,0
VERDE,FREAR,MEDIO,157,0
AMARELO,FREAR,BOM,644,0
AMARELO,ACELERAR,MEDIO,146,0
VERMELHO,FREAR,BOM,302,1
VERMELHO,ACELERAR,RUIM,400,1
VERMELHO,PARAR,MEDIO,777,1
VERDE,FREAR,BOM,140,1
VERMELHO,PARAR,MEDIO,301,1
AMARELO,PARAR,MEDIO,464,1
VERMELHO,PARAR,MEDIO,487,1
VERDE,FREAR,MEDIO,832,0
VERDE,FREAR,BOM,892,1
VERMELHO,FREAR,MEDIO,917,0
VERMELHO,ACELERAR,RUIM,797,0
VERMELHO,FREAR,BOM,429,1
AMARELO,FREAR,BOM,511,1
AMARELO,FREAR,BOM,926,1
VERDE,PARAR,MEDIO,381,1
VERDE,ACELERAR,BOM,693,0
VERMELHO,ACELERAR,RUIM,140,1
AMARELO,FREAR,BOM,439,1
VERDE,PARAR,MEDIO,617,1
VERMELHO,FREAR,BOM,315,1
AMARELO,PARAR,MEDIO,418,1
VERMELHO,FREAR,MEDIO,786,0
AMARELO,PARAR,MEDIO,934,0
AMARELO,ACELERAR,MEDIO,388,0
VERMELHO,FREAR,MEDIO,411,0
VERDE,ACELERAR,BOM,65,0
VERDE,FREAR,MEDIO,4,0
AMARELO,PARAR,MEDIO,185,0
AMARELO,PARAR,MEDIO,836,0
VERMELHO,ACELERAR,RUIM,176,0
VERDE,FREAR,MEDIO,242,0
AMARELO,ACELERAR,RUIM,273,1
AMARELO,PARAR,MEDIO,890,0
AMARELO,FREAR,BOM,14,0
VERMELHO,PARAR,MEDIO,805,1
VERDE,PARAR,RUIM,362,0
VERDE,ACELERAR,BOM,13,0
AMARELO,PARAR,MEDIO,219,0
VERMELHO,FREAR,BOM,40,1
VERDE,PARAR,RUIM,448,0
AMARELO,PARAR,MEDIO,120,0
VERMELHO,FREAR,BOM,138,1
AMARELO,ACELERAR,RUIM,892,1
