@relation Ambiente

@attribute Estado {VERDE,AMARELO,VERMELHO}
@attribute Acao {ACELERAR,FREAR,PARAR}
@attribute Desempenho {RUIM,MEDIO,BOM}
@attribute Obstaculo numeric
@attribute Sensor numeric

@data
VERMELHO,ACELERAR,RUIM,804,1
VERMELHO,FREAR,MEDIO,78,0
VERMELHO,PARAR,MEDIO,206,1
VERDE,PARAR,MEDIO,617,1
AMARELO,FREAR,BOM,776,0
VERDE,PARAR,MEDIO,354,1
VERDE,FREAR,MEDIO,495,0
AMARELO,ACELERAR,MEDIO,320,0
AMARELO,ACELERAR,RUIM,766,1
VERMELHO,FREAR,MEDIO,222,0
AMARELO,ACELERAR,MEDIO,564,0
AMARELO,ACELERAR,RUIM,915,1
AMARELO,PARAR,MEDIO,410,1
AMARELO,FREAR,BOM,635,1
VERMELHO,FREAR,MEDIO,31,0
AMARELO,PARAR,MEDIO,350,1
AMARELO,PARAR,MEDIO,730,0
VERMELHO,ACELERAR,RUIM,12,1
AMARELO,FREAR,BOM,292,0
VERMELHO,FREAR,BOM,826,1
VERDE,ACELERAR,BOM,808,0
VERMELHO,ACELERAR,RUIM,293,1
AMARELO,ACELERAR,RUIM,624,1
AMARELO,FREAR,BOM,170,0
VERMELHO,ACELERAR,RUIM,341,0
VERMELHO,ACELERAR,RUIM,822,1
AMARELO,FREAR,BOM,587,0
AMARELO,PARAR,MEDIO,24,1
VERDE,ACELERAR,BOM,622,0
VERMELHO,PARAR,BOM,184,0
VERMELHO,ACELERAR,RUIM,853,1
VERMELHO,PARAR,MEDIO,195,1
VERMELHO,ACELERAR,RUIM,330,1
VERDE,ACELERAR,RUIM,317,1
AMARELO,FREAR,BOM,931,1
VERDE,ACELERAR,BOM,11,0
VERMELHO,ACELERAR,RUIM,88,1
AMARELO,ACELERAR,RUIM,147,1
AMARELO,FREAR,BOM,337,1
AMARELO,FREAR,BOM,401,1
VERDE,FREAR,BOM,795,1
AMARELO,PARAR,MEDIO,552,0
VERDE,PARAR,RUIM,616,0
VERDE,ACELERAR,BOM,506,0
VERDE,FREAR,MEDIO,617,0
VERDE,ACELERAR,BOM,902,0
AMARELO,PARAR,MEDIO,640,0
VERMELHO,FREAR,MEDIO,740,0
VERDE,ACELERAR,RUIM,302,1
VERDE,PARAR,RUIM,430,0
VERDE,PARAR,MEDIO,949,1
VERMELHO,ACELERAR,RUIM,294,1
VERDE,PARAR,MEDIO,556,1
VERDE,FREAR,MEDIO,887,0
VERDE,ACELERAR,BOM,13,0
AMARELO,ACELERAR,MEDIO,370,0
AMARELO,PARAR,MEDIO,748,0
AMARELO,FREAR,BOM,999,1
VERDE,ACELERAR,RUIM,807,1
AMARELO,ACELERAR,MEDIO,45,0
AMARELO,PARAR,MEDIO,357,1
VERMELHO,PARAR,BOM,983,0
VERMELHO,PARAR,MEDIO,828,1
VERMELHO,ACELERAR,RUIM,388,0
VERDE,PARAR,MEDIO,899,1
VERMELHO,PARAR,MEDIO,435,1
VERMELHO,ACELERAR,RUIM,272,0
VERMELHO,PARAR,MEDIO,224,1
VERDE,ACELERAR,BOM,423,0
VERDE,PARAR,RUIM,198,0
AMARELO,PARAR,MEDIO,288,1
AMARELO,FREAR,BOM,825,1
VERDE,PARAR,MEDIO,388,1
AMARELO,FREAR,BOM,120,0
VERMELHO,ACELERAR,RUIM,380,0
AMARELO,ACELERAR,RUIM,741,1
VERDE,PARAR,RUIM,278,0
VERDE,FREAR,MEDIO,586,0
VERDE,PARAR,RUIM,37,0
VERMELHO,PARAR,BOM,441,0
AMARELO,FREAR,BOM,524,0
VERMELHO,FREAR,BOM,342,1
VERMELHO,PARAR,BOM,311,0
VERDE,FREAR,MEDIO,829,0
AMARELO,PARAR,MEDIO,182,1
VERMELHO,PARAR,BOM,723,0
VERMELHO,FREAR,MEDIO,951,0
VERDE,FREAR,MEDIO,2,0
AMARELO,ACELERAR,MEDIO,174,0
AMARELO,FREAR,BOM,766,1
VERDE,PARAR,RUIM,964,0
VERDE,FREAR,BOM,398,1
VERDE,ACELERAR,BOM,89,0
VERMELHO,PARAR,BOM,424,0
VERMELHO,ACELERAR,RUIM,88,0
VERDE,PARAR,MEDIO,821,1
VERDE,FREAR,MEDIO,622,0
AMARELO,ACELERAR,MEDIO,246,0
AMARELO,PARAR,MEDIO,342,0
VERDE,FREAR,MEDIO,977,0
AMARELO,FREAR,BOM,460,1
VERMELHO,FREAR,BOM,490,1
VERDE,FREAR,BOM,676,1
VERDE,FREAR,BOM,473,1
VERMELHO,ACELERAR,RUIM,471,1
AMARELO,FREAR,BOM,765,0
VERMELHO,PARAR,BOM,194,0
VERMELHO,FREAR,BOM,924,1
AMARELO,PARAR,MEDIO,986,1
VERMELHO,FREAR,BOM,400,1
AMARELO,PARAR,MEDIO,871,1
VERMELHO,FREAR,MEDIO,758,0
AMARELO,ACELERAR,RUIM,117,1
VERMELHO,FREAR,MEDIO,388,0
VERDE,PARAR,MEDIO,929,1
VERDE,PARAR,MEDIO,415,1
VERDE,PARAR,MEDIO,551,1
AMARELO,FREAR,BOM,224,1
VERMELHO,PARAR,MEDIO,933,1
AMARELO,FREAR,BOM,258,1
VERDE,PARAR,MEDIO,803,1
AMARELO,ACELERAR,RUIM,362,1
VERMELHO,ACELERAR,RUIM,801,1
VERDE,FREAR,BOM,371,1
VERDE,ACELERAR,RUIM,629,1
VERMELHO,FREAR,BOM,955,1
VERDE,FREAR,BOM,664,1
VERMELHO,PARAR,MEDIO,54,1
AMARELO,PARAR,MEDIO,620,1
VERDE,FREAR,BOM,166,1
VERDE,PARAR,RUIM,813,0
VERMELHO,ACELERAR,RUIM,413,1
VERMELHO,PARAR,BOM,785,0
AMARELO,ACELERAR,MEDIO,944,0
