@relation Ambiente

@attribute Estado {VERDE,AMARELO,VERMELHO}
@attribute Acao {ACELERAR,FREAR,PARAR}
@attribute Desempenho {RUIM,MEDIO,BOM}
@attribute Obstaculo numeric
@attribute Sensor numeric

@data
AMARELO,PARAR,MEDIO,447,0
AMARELO,ACELERAR,RUIM,685,1
VERDE,FREAR,MEDIO,954,0
AMARELO,FREAR,BOM,604,0
VERDE,ACELERAR,RUIM,562,1
VERMELHO,PARAR,MEDIO,949,1
VERMELHO,PARAR,MEDIO,276,1
AMARELO,FREAR,BOM,930,0
VERDE,PARAR,RUIM,382,0
VERMELHO,FREAR,MEDIO,376,0
VERMELHO,FREAR,BOM,622,1
VERMELHO,ACELERAR,RUIM,825,0
VERMELHO,FREAR,BOM,422,1
VERDE,FREAR,MEDIO,605,0
AMARELO,ACELERAR,MEDIO,518,0
VERMELHO,ACELERAR,RUIM,725,1
VERDE,PARAR,MEDIO,79,1
VERMELHO,FREAR,MEDIO,269,0
AMARELO,FREAR,BOM,23,0
VERDE,ACELERAR,BOM,948,0
VERDE,FREAR,MEDIO,989,0
VERMELHO,PARAR,BOM,650,0
AMARELO,ACELERAR,MEDIO,331,0
VERDE,PARAR,MEDIO,606,1
AMARELO,FREAR,BOM,859,0
VERDE,PARAR,RUIM,218,0
AMARELO,ACELERAR,RUIM,640,1
AMARELO,PARAR,MEDIO,821,0
AMARELO,ACELERAR,RUIM,787,1
VERDE,FREAR,BOM,396,1
VERMELHO,ACELERAR,RUIM,350,1
VERMELHO,ACELERAR,RUIM,109,1
VERDE,ACELERAR,RUIM,48,1
AMARELO,FREAR,BOM,977,0
AMARELO,FREAR,BOM,182,0
VERDE,ACELERAR,RUIM,275,1
AMARELO,FREAR,BOM,938,1
VERDE,FREAR,BOM,274,1
VERDE,FREAR,BOM,474,1
VERMELHO,FREAR,MEDIO,865,0
VERMELHO,PARAR,MEDIO,272,1
VERDE,PARAR,RUIM,855,0
VERDE,ACELERAR,RUIM,714,1
AMARELO,FREAR,BOM,759,0
VERMELHO,FREAR,BOM,78,1
AMARELO,PARAR,MEDIO,837,1
VERDE,ACELERAR,RUIM,564,1
VERDE,ACELERAR,RUIM,786,1
VERDE,ACELERAR,BOM,255,0
VERMELHO,FREAR,BOM,525,1
VERDE,FREAR,MEDIO,193,0
VERMELHO,ACELERAR,RUIM,511,0
VERDE,FREAR,MEDIO,586,0
VERDE,PARAR,MEDIO,898,1
VERDE,PARAR,MEDIO,14,1
AMARELO,ACELERAR,RUIM,207,1
VERDE,FREAR,MEDIO,928,0
VERMELHO,FREAR,MEDIO,498,0
VERMELHO,PARAR,MEDIO,375,1
AMARELO,PARAR,MEDIO,979,0
VERMELHO,FREAR,MEDIO,603,0
AMARELO,FREAR,BOM,19,0
AMARELO,FREAR,BOM,756,1
VERMELHO,PARAR,MEDIO,856,1
VERDE,PARAR,MEDIO,16,1
AMARELO,FREAR,BOM,981,1
AMARELO,FREAR,BOM,158,0
VERDE,PARAR,MEDIO,522,1
AMARELO,ACELERAR,MEDIO,204,0
AMARELO,FREAR,BOM,501,0
VERMELHO,FREAR,MEDIO,609,0
VERMELHO,ACELERAR,RUIM,324,0
AMARELO,ACELERAR,RUIM,280,1
AMARELO,PARAR,MEDIO,775,1
AMARELO,FREAR,BOM,923,1
VERMELHO,PARAR,BOM,237,0
AMARELO,PARAR,MEDIO,952,1
VERDE,PARAR,MEDIO,2,1
AMARELO,ACELERAR,MEDIO,986,0
VERDE,ACELERAR,BOM,618,0
VERMELHO,FREAR,MEDIO,398,0
VERDE,FREAR,MEDIO,838,0
VERDE,ACELERAR,BOM,264,0
VERDE,FREAR,MEDIO,642,0
AMARELO,ACELERAR,MEDIO,98,0
VERDE,FREAR,BOM,696,1
AMARELO,ACELERAR,MEDIO,897,0
VERMELHO,ACELERAR,RUIM,947,0
AMARELO,FREAR,BOM,116,1
VERDE,PARAR,RUIM,371,0
VERDE,PARAR,RUIM,810,0
VERDE,PARAR,MEDIO,481,1
AMARELO,ACELERAR,MEDIO,231,0
VERMELHO,ACELERAR,RUIM,847,0
AMARELO,ACELERAR,MEDIO,890,0
VERMELHO,FREAR,MEDIO,246,0
VERMELHO,FREAR,BOM,94,1
AMARELO,PARAR,MEDIO,932,1
VERDE,FREAR,MEDIO,571,0
AMARELO,PARAR,MEDIO,665,0
VERDE,PARAR,MEDIO,985,1
VERMELHO,PARAR,MEDIO,86,1
VERMELHO,PARAR,MEDIO,169,1
AMARELO,PARAR,MEDIO,74,0
VERMELHO,FREAR,MEDIO,767,0
VERDE,ACELERAR,RUIM,657,1
VERMELHO,FREAR,BOM,480,1
AMARELO,ACELERAR,RUIM,26,1
AMARELO,FREAR,BOM,52,0
VERMELHO,PARAR,MEDIO,661,1
VERDE,ACELERAR,RUIM,289,1
AMARELO,ACELERAR,MEDIO,158,0
VERDE,ACELERAR,BOM,228,0
VERDE,FREAR,MEDIO,162,0
VERMELHO,FREAR,MEDIO,764,0
AMARELO,FREAR,BOM,620,1
VERMELHO,FREAR,MEDIO,428,0
AMARELO,FREAR,BOM,899,0
AMARELO,FREAR,BOM,973,0
VERMELHO,FREAR,MEDIO,795,0
VERDE,ACELERAR,RUIM,174,1
VERDE,PARAR,MEDIO,270,1
VERDE,ACELERAR,BOM,354,0
VERMELHO,PARAR,MEDIO,998,1
VERDE,PARAR,MEDIO,620,1
VERMELHO,FREAR,BOM,80,1
VERMELHO,ACELERAR,RUIM,153,0
VERMELHO,FREAR,BOM,152,1
VERDE,FREAR,MEDIO,331,0
VERDE,ACELERAR,RUIM,412,1
VERMELHO,ACELERAR,RUIM,765,0
AMARELO,ACELERAR,MEDIO,255,0
VERMELHO,FREAR,MEDIO,936,0
VERMELHO,ACELERAR,RUIM,972,1
VERDE,FREAR,MEDIO,473,0
VERMELHO,PARAR,BOM,212,0
VERDE,PARAR,RUIM,797,0
VERDE,PARAR,MEDIO,397,1
